Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Olof,Dahlgren,Granvägen 1,Umeå,63651,Sverige,SE,19691116-1840,46,08-039 56 93,1969-11-16,True
Evert,Andersson,Granvägen 746,Varberg,83056,Sverige,SE,19501115-7085,46,08-08 08 91,1950-11-15,True
Sofia,Svensson,Storgatan 7,Sandviken,17205,Sverige,SE,19581227-6963,46,021-02 78 64,1958-12-27,True
Kent,Nilsson,Björktorget 6,Nyköping,51431,Sverige,SE,19571209-2410,46,08-39 63 56,1957-12-09,True
Marie-Louise,Ström,Idrottstorget 7,Trelleborg,15915,Sverige,SE,19931126-0464,46,+46 (0)8 806 788 13,1993-11-26,True
Helena,Sandberg,Idrottsgatan 9,Lidingö,32910,Sverige,SE,19920310-5744,46,0943-25 38 12,1992-03-10,True
Maria,Andersson,Granvägen 814,Södertälje,66003,Sverige,SE,19880223-6094,46,0922-29 29 34,1988-02-23,True
Jonas,Nyman,Bäckgatan 0,Piteå,71160,Sverige,SE,19571006-1968,46,08-886 14 01,1957-10-06,True
Margareta,Andersson,Industrigränd 678,Uppsala,45574,Sverige,SE,19530325-9697,46,0863-268 51,1953-03-25,True
Roger,Olsson,Furutorget 25,Helsingborg,65466,Sverige,SE,19510705-1344,46,+46 (0)8 384 539 26,1951-07-05,True
Siv,Larsson,Parkgatan 9,Östersund,82499,Sverige,SE,19480826-4637,46,08-88 89 12,1948-08-26,True
Sture,Eriksson,Parkgatan 3,Göteborg,58243,Sverige,SE,19510329-3306,46,0267-40 98 63,1951-03-29,True
Johan,Lundqvist,Industristigen 94,Landskrona,59668,Sverige,SE,19600920-5676,46,+46 (0)90 17 87 66,1960-09-20,True
Britt,Gustafsson,Ringstigen 7,Helsingborg,35151,Sverige,SE,19550819-0584,46,0349-169 09,1955-08-19,True
Ida,Bengtsson,Trädgårdsvägen 3,Södertälje,80318,Sverige,SE,19541029-6108,46,069-054 93 04,1954-10-29,True
Gun,Nilsson,Storgränd 82,Skövde,33938,Sverige,SE,19890227-5056,46,08-659 768 25,1989-02-27,True
Karl,Karlsson,Ringtorget 8,Halmstad,13600,Sverige,SE,19490111-0045,46,+46 (0)584 542 30,1949-01-11,True
Erik,Persson,Ängsgatan 851,Trollhättan,43915,Sverige,SE,19560706-2746,46,+46 (0)8 425 361 40,1956-07-06,True
Åke,Jansson,Idrottstorget 41,Sundsvall,88000,Sverige,SE,19530416-9660,46,08-262 66 65,1953-04-16,True
Lena,Nilsson,Strandstigen 29,Stockholm,67242,Sverige,SE,19600922-7120,46,+46 (0)8 973 929 50,1960-09-22,True
Göran,Rosén,Bäckstigen 4,Örnsköldsvik,11701,Sverige,SE,19970621-0478,46,0132-96 75 09,1997-06-21,True
Christer,Johansson,Kvarngatan 1,Borlänge,43299,Sverige,SE,19550809-5334,46,08-207 338 40,1955-08-09,True
Ulf,Andersson,Skolstigen 47,Piteå,46238,Sverige,SE,19750506-3053,46,0038-61 00 21,1975-05-06,True
Magnus,Larsson,Grangränd 901,Lund,57910,Sverige,SE,19680810-0441,46,08-133 87 22,1968-08-10,True
Karolina,Hansen,Parkgatan 5,Uddevalla,84607,Sverige,SE,19700405-0706,46,08-85 70 35,1970-04-05,True
Ronny,Karlsson,Stationsvägen 4,Trelleborg,77394,Sverige,SE,19781104-7239,46,08-44 05 08,1978-11-04,True
Elsa,Andersson,Skogsvägen 0,Linköping,76581,Sverige,SE,19540725-5422,46,+46 (0)8 949 338 68,1954-07-25,True
Rolf,Svensson,Kyrkvägen 37,Halmstad,13316,Sverige,SE,19631204-4268,46,08-183 685 58,1963-12-04,True
Annie,Henriksson,Kvarnvägen 883,Lund,91638,Sverige,SE,19470704-3476,46,08-615 339 42,1947-07-04,True
Hjalmar,Andersson,Björkgränd 0,Norrköping,24669,Sverige,SE,19431027-9633,46,+46 (0)08 87 14 32,1943-10-27,True
Elisabet,Andreasson,Parkvägen 992,Norrköping,87460,Sverige,SE,19540717-5002,46,08-64 33 51,1954-07-17,True
Susanne,Andersson,Kyrkogatan 5,Lidingö,55642,Sverige,SE,19940124-3703,46,08-821 92 05,1994-01-24,True
Fredrik,Martinsson,Åkertorget 331,Karlskrona,53839,Sverige,SE,19641005-8964,46,+46 (0)01 82 84 25,1964-10-05,True
Birgitta,Johansson,Grangatan 25,Nyköping,11897,Sverige,SE,19810126-1606,46,0578-150 14,1981-01-26,True
Lennart,Magnusson,Aspgatan 43,Falun,13303,Sverige,SE,19550702-6264,46,+46 (0)49 89 69 96,1955-07-02,True
Johan,Andersson,Genvägen 4,Ängelholm,58940,Sverige,SE,19580929-2799,46,+46 (0)813 411 28,1958-09-29,True
Åke,Jonsson,Björkstigen 9,Trelleborg,96632,Sverige,SE,19600902-6713,46,005-157 68 68,1960-09-02,True
Björn,Dahl,Åkergränd 8,Falun,67784,Sverige,SE,19420916-5988,46,+46 (0)8 963 520 77,1942-09-16,True
Pontus,Johansson,Fabriksvägen 5,Ängelholm,92506,Sverige,SE,19570807-8492,46,08-060 36 56,1957-08-07,True
Ulla-Britt,Gustafsson,Gengränd 872,Halmstad,58417,Sverige,SE,19700711-0839,46,0557-45 76 82,1970-07-11,True
Kristian,Andersson,Villatorget 76,Lidköping,60921,Sverige,SE,19560222-8694,46,+46 (0)8 385 822 55,1956-02-22,True
Sören,Andersson,Kyrkvägen 0,Borlänge,84916,Sverige,SE,19440325-8442,46,08-416 712 81,1944-03-25,True
Maria,Johansson,Gengatan 8,Jönköping,89158,Sverige,SE,19600222-3137,46,+46 (0)83 28 34 88,1960-02-22,True
Britt,Persson,Storgränd 73,Stockholm,15625,Sverige,SE,19820122-9906,46,+46 (0)71 51 75 25,1982-01-22,True
Johan,Johannesson,Järnvägsvägen 3,Lidingö,44716,Sverige,SE,19770702-1061,46,08-971 885 38,1977-07-02,True
Kristina,Danielsson,Åkergatan 517,Sandviken,82551,Sverige,SE,19640823-3414,46,065-34 65 13,1964-08-23,True
Kerstin,Nilsson,Aspgränd 2,Varberg,91844,Sverige,SE,19610305-2537,46,+46 (0)8 190 207 67,1961-03-05,True
Ann-Charlotte,Martinsson,Ringvägen 26,Skellefteå,52539,Sverige,SE,19990726-5518,46,046-535 43 65,1999-07-26,True
Lars,Andersson,Stationsvägen 715,Trollhättan,49129,Sverige,SE,19840909-5814,46,+46 (0)85 15 53 22,1984-09-09,True
Greta,Larsson,Furuvägen 878,Borås,41040,Sverige,SE,19730310-2859,46,08-318 21 23,1973-03-10,True
Lena,Andersson,Ekstigen 863,Kristianstad,16799,Sverige,SE,19940919-7242,46,08-776 85 53,1994-09-19,True
Leif,Johansson,Åkervägen 06,Ängelholm,99415,Sverige,SE,19960503-2897,46,+46 (0)8 222 527 44,1996-05-03,True
Mona,Karlsson,Nygränd 3,Halmstad,17214,Sverige,SE,19400501-4671,46,0833-610 46,1940-05-01,True
David,Andersson,Kyrkogatan 46,Borlänge,87460,Sverige,SE,19811107-9474,46,+46 (0)19 45 36 32,1981-11-07,True
Morgan,Hedlund,Industrivägen 567,Växjö,52303,Sverige,SE,19680515-3482,46,08-510 94 36,1968-05-15,True
Viktor,Hedman,Parkgatan 4,Örebro,43469,Sverige,SE,19970822-3079,46,08-36 38 81,1997-08-22,True
Åke,Andersson,Villatorget 1,Halmstad,34430,Sverige,SE,19620826-5401,46,+46 (0)45 05 95 73,1962-08-26,True
Anette,Jonasson,Kyrkotorget 91,Östersund,37101,Sverige,SE,19571023-9854,46,064-686 65 20,1957-10-23,True
Johan,Lundström,Skolvägen 502,Örebro,85756,Sverige,SE,19940806-0737,46,08-506 72 95,1994-08-06,True
Arne,Håkansson,Ringstigen 674,Luleå,85292,Sverige,SE,19570212-9966,46,08-007 219 22,1957-02-12,True
Lennart,Ågren,Grantorget 89,Uppsala,83436,Sverige,SE,19830407-7157,46,08-84 08 94,1983-04-07,True
Gerd,Karlsson,Skoltorget 6,Helsingborg,18889,Sverige,SE,19920527-5788,46,029-63 24 70,1992-05-27,True
Daniel,Nilsson,Björktorget 8,Borås,94563,Sverige,SE,19420206-7779,46,08-342 72 20,1942-02-06,True
Margareta,Larsson,Kyrkogränd 325,Jönköping,57888,Sverige,SE,19751222-9623,46,08-295 070 47,1975-12-22,True
Karin,Nilsson,Backgränd 8,Östersund,70231,Sverige,SE,19620810-5726,46,+46 (0)701 194 13,1962-08-10,True
Jesper,Ohlsson,Storgatan 95,Södertälje,44105,Sverige,SE,19970628-8637,46,+46 (0)426 169 59,1997-06-28,True
Josefin,Holmström,Nystigen 059,Sandviken,81286,Sverige,SE,19921106-6525,46,+46 (0)329 307 10,1992-11-06,True
Ebba,Jonsson,Aspstigen 2,Halmstad,44296,Sverige,SE,19790411-2503,46,+46 (0)203 182 21,1979-04-11,True
Marie,Karlsson,Backvägen 013,Trollhättan,99548,Sverige,SE,19700215-2800,46,+46 (0)500 934 33,1970-02-15,True
Anders,Karlsson,Furugatan 40,Östersund,43005,Sverige,SE,19850913-0981,46,0151-96 80 80,1985-09-13,True
Daniel,Nyberg,Fabriksvägen 1,Karlskoga,30729,Sverige,SE,19870716-7766,46,+46 (0)8 124 197 42,1987-07-16,True
